Player_Name,Full_Name,Country,Role,Primary_Batting_Phase,Best_to_Worst_Venues,General_Fielding_Position,Loose_Fielding_Position,Total_Dropped_Catches,Clash_Pace_Tactic,Clash_Spin_Tactic,Batting_Against_Him_Tactic,Coach_Tape_Suggestion,Primary_Threat_Bowler,Primary_Nightmare_Batter,Overall_Bat_SR,Pressure_Bat_SR_Death,Overall_Bowl_Econ,Pressure_Bowl_Econ_Death,Wickets,Balls_Bowled
Virat Singh,Not Available,Not Available,New Addition,Middle Order Anchor,Neutral Venues,Unknown,Not Available,0,Execute standard death-over strategies: wide yorkers and back-of-a-length slower balls.,Vary pace and trajectory. Aim for the rough patches to induce a false shot.,Target this bowler aggressively. High economy rate suggests frequent boundary deliveries. Look for gaps early. ,Virat Singh is a Middle Order Anchor. Strongest at most grounds.,Not Available,Not Available,57.7,0.0,0.0,0.0,0,0
T Natarajan,Not Available,Not Available,Bowler,Death Over Finisher,"Rajiv Gandhi International Stadium, Uppal, Hyderabad > Dubai International Cricket Stadium > Dr DY Patil Sports Academy, Mumbai > Sheikh Zayed Stadium",Unknown,Not Available,0,Execute standard death-over strategies: wide yorkers and back-of-a-length slower balls.,Vary pace and trajectory. Aim for the rough patches to induce a false shot.,"Play out his deliveries on merit and wait for loose balls. Historically, KA Pollard completely owns this bowler. Emulate that aggressive footprint.","T Natarajan is a Death Over Finisher. Strongest at Rajiv Gandhi International Stadium, Uppal, Hyderabad. Keep away from KA Pollard who hits them at will.",Not Available,KA Pollard,57.1,57.1,8.68,9.61,74,1616
Akash Madhwal,Not Available,Not Available,Bowler,Death Over Finisher,"Wankhede Stadium, Mumbai > MA Chidambaram Stadium, Chepauk, Chennai > Arun Jaitley Stadium, Delhi",Unknown,Not Available,0,Execute standard death-over strategies: wide yorkers and back-of-a-length slower balls.,Vary pace and trajectory. Aim for the rough patches to induce a false shot.,"Target this bowler aggressively. High economy rate suggests frequent boundary deliveries. Look for gaps early. Historically, KD Karthik completely owns this bowler. Emulate that aggressive footprint.","Akash Madhwal is a Death Over Finisher. Strongest at Wankhede Stadium, Mumbai. Keep away from KD Karthik who hits them at will.",Not Available,KD Karthik,57.1,66.7,9.41,9.87,24,376
TS Mills,Not Available,Not Available,Bowler,Death Over Finisher,"Dr DY Patil Sports Academy, Mumbai > Eden Gardens",Unknown,Not Available,0,Execute standard death-over strategies: wide yorkers and back-of-a-length slower balls.,Vary pace and trajectory. Aim for the rough patches to induce a false shot.,"Target this bowler aggressively. High economy rate suggests frequent boundary deliveries. Look for gaps early. Historically, KL Rahul completely owns this bowler. Emulate that aggressive footprint.","TS Mills is a Death Over Finisher. Strongest at Dr DY Patil Sports Academy, Mumbai. Keep away from KL Rahul who hits them at will.",Not Available,KL Rahul,57.1,66.7,9.44,9.76,11,218
A Chandila,Not Available,Not Available,Bowler,Death Over Finisher,Sawai Mansingh Stadium,Unknown,Not Available,0,Execute standard death-over strategies: wide yorkers and back-of-a-length slower balls.,Vary pace and trajectory. Aim for the rough patches to induce a false shot.,"Elite threat. Treat with immense respect. Focus on rotating the strike and do not take unnecessary aerial risks. Historically, SE Marsh completely owns this bowler. Emulate that aggressive footprint.",A Chandila is a Death Over Finisher. Strongest at Sawai Mansingh Stadium. Keep away from SE Marsh who hits them at will.,Not Available,SE Marsh,57.1,57.1,6.21,6.0,11,234
A Uniyal,Not Available,Not Available,New Addition,Death Over Finisher,Neutral Venues,Unknown,Not Available,0,Execute standard death-over strategies: wide yorkers and back-of-a-length slower balls.,Vary pace and trajectory. Aim for the rough patches to induce a false shot.,Target this bowler aggressively. High economy rate suggests frequent boundary deliveries. Look for gaps early. ,A Uniyal is a Death Over Finisher. Strongest at most grounds.,Not Available,Not Available,57.1,57.1,10.42,8.21,2,38
S Kaul,Not Available,Not Available,Bowler,Death Over Finisher,"Rajiv Gandhi International Stadium, Uppal > Rajiv Gandhi International Stadium > Wankhede Stadium > Eden Gardens",Unknown,Not Available,0,Execute standard death-over strategies: wide yorkers and back-of-a-length slower balls.,Vary pace and trajectory. Aim for the rough patches to induce a false shot.,"Play out his deliveries on merit and wait for loose balls. Historically, PP Shaw completely owns this bowler. Emulate that aggressive footprint.","S Kaul is a Death Over Finisher. Strongest at Rajiv Gandhi International Stadium, Uppal. Keep away from PP Shaw who hits them at will.",Not Available,PP Shaw,55.6,55.6,8.43,8.56,58,1238
Noor Ahmad,Not Available,Not Available,Bowler,Death Over Finisher,"MA Chidambaram Stadium, Chepauk, Chennai > Narendra Modi Stadium, Ahmedabad > Eden Gardens, Kolkata > M Chinnaswamy Stadium, Bengaluru",Unknown,Not Available,0,Execute standard death-over strategies: wide yorkers and back-of-a-length slower balls.,Vary pace and trajectory. Aim for the rough patches to induce a false shot.,"Play out his deliveries on merit and wait for loose balls. Historically, V Suryavanshi completely owns this bowler. Emulate that aggressive footprint.","Noor Ahmad is a Death Over Finisher. Strongest at MA Chidambaram Stadium, Chepauk, Chennai. Keep away from V Suryavanshi who hits them at will.",Not Available,V Suryavanshi,55.6,66.7,7.86,8.05,55,1008
PJ Sangwan,Not Available,Not Available,Bowler,Death Over Finisher,"Feroz Shah Kotla > Kingsmead > SuperSport Park > Brabourne Stadium, Mumbai",Unknown,Not Available,0,Execute standard death-over strategies: wide yorkers and back-of-a-length slower balls.,Vary pace and trajectory. Aim for the rough patches to induce a false shot.,"Play out his deliveries on merit and wait for loose balls. Historically, M Vijay completely owns this bowler. Emulate that aggressive footprint.",PJ Sangwan is a Death Over Finisher. Strongest at Feroz Shah Kotla. Keep away from M Vijay who hits them at will.,Not Available,M Vijay,55.3,59.5,8.22,9.45,38,905
T Kohli,Not Available,Not Available,New Addition,Top Order Aggressor,Neutral Venues,Unknown,Not Available,0,Execute standard death-over strategies: wide yorkers and back-of-a-length slower balls.,Vary pace and trajectory. Aim for the rough patches to induce a false shot.,Target this bowler aggressively. High economy rate suggests frequent boundary deliveries. Look for gaps early. ,T Kohli is a Top Order Aggressor. Strongest at most grounds.,Not Available,Not Available,55.0,57.1,0.0,0.0,0,0
Mustafizur Rahman,Not Available,Not Available,Bowler,Death Over Finisher,"MA Chidambaram Stadium, Chepauk, Chennai > Wankhede Stadium, Mumbai > Rajiv Gandhi International Stadium, Uppal > Arun Jaitley Stadium, Delhi",Unknown,Not Available,0,Execute standard death-over strategies: wide yorkers and back-of-a-length slower balls.,Vary pace and trajectory. Aim for the rough patches to induce a false shot.,"Play out his deliveries on merit and wait for loose balls. Historically, Ishan Kishan completely owns this bowler. Emulate that aggressive footprint.","Mustafizur Rahman is a Death Over Finisher. Strongest at MA Chidambaram Stadium, Chepauk, Chennai. Keep away from Ishan Kishan who hits them at will.",Not Available,Ishan Kishan,54.2,54.2,7.82,8.67,65,1419
VY Mahesh,Not Available,Not Available,Bowler,Death Over Finisher,"Feroz Shah Kotla > Dr DY Patil Sports Academy > Punjab Cricket Association Stadium, Mohali > Eden Gardens",Unknown,Not Available,0,Execute standard death-over strategies: wide yorkers and back-of-a-length slower balls.,Vary pace and trajectory. Aim for the rough patches to induce a false shot.,"Play out his deliveries on merit and wait for loose balls. Historically, ST Jayasuriya completely owns this bowler. Emulate that aggressive footprint.",VY Mahesh is a Death Over Finisher. Strongest at Feroz Shah Kotla. Keep away from ST Jayasuriya who hits them at will.,Not Available,ST Jayasuriya,53.6,60.0,8.34,7.5,21,359
CJ McKay,Not Available,Not Available,New Addition,Middle Order Anchor,Neutral Venues,Unknown,Not Available,0,Execute standard death-over strategies: wide yorkers and back-of-a-length slower balls.,Vary pace and trajectory. Aim for the rough patches to induce a false shot.,Play out his deliveries on merit and wait for loose balls. ,CJ McKay is a Middle Order Anchor. Strongest at most grounds.,Not Available,Not Available,53.3,0.0,8.57,10.0,1,42
AB Dinda,Not Available,Not Available,Bowler,Death Over Finisher,"Subrata Roy Sahara Stadium > Eden Gardens > M Chinnaswamy Stadium > Rajiv Gandhi International Stadium, Uppal",Unknown,Not Available,0,Execute standard death-over strategies: wide yorkers and back-of-a-length slower balls.,Vary pace and trajectory. Aim for the rough patches to induce a false shot.,"Prime target for the death overs. Attack him aggressively late in the innings as he loses his length under pressure. Historically, Yuvraj Singh completely owns this bowler. Emulate that aggressive footprint.",AB Dinda is a Death Over Finisher. Strongest at Subrata Roy Sahara Stadium. Keep away from Yuvraj Singh who hits them at will.,Not Available,Yuvraj Singh,52.0,48.8,7.83,10.67,69,1589
S Badree,Not Available,Not Available,Bowler,Death Over Finisher,M Chinnaswamy Stadium,Unknown,Not Available,0,Execute standard death-over strategies: wide yorkers and back-of-a-length slower balls.,Vary pace and trajectory. Aim for the rough patches to induce a false shot.,"Play out his deliveries on merit and wait for loose balls. Historically, SP Narine completely owns this bowler. Emulate that aggressive footprint.",S Badree is a Death Over Finisher. Strongest at M Chinnaswamy Stadium. Keep away from SP Narine who hits them at will.,Not Available,SP Narine,52.0,50.0,7.28,4.0,11,263
CV Varun,Not Available,Not Available,Bowler,Death Over Finisher,"Eden Gardens, Kolkata > Dubai International Cricket Stadium > Sheikh Zayed Stadium > MA Chidambaram Stadium, Chepauk, Chennai",Unknown,Not Available,0,Execute standard death-over strategies: wide yorkers and back-of-a-length slower balls.,Vary pace and trajectory. Aim for the rough patches to induce a false shot.,"Play out his deliveries on merit and wait for loose balls. Historically, V Shankar completely owns this bowler. Emulate that aggressive footprint.","CV Varun is a Death Over Finisher. Strongest at Eden Gardens, Kolkata. Keep away from V Shankar who hits them at will.",HV Patel,V Shankar,51.0,54.2,7.48,8.23,107,2062
Mukesh Kumar,Not Available,Not Available,Bowler,Death Over Finisher,"Arun Jaitley Stadium, Delhi > Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow > Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam > Narendra Modi Stadium, Ahmedabad",Unknown,Backward Point,1,Execute standard death-over strategies: wide yorkers and back-of-a-length slower balls.,Vary pace and trajectory. Aim for the rough patches to induce a false shot.,"Prime target for the death overs. Attack him aggressively late in the innings as he loses his length under pressure. Historically, H Klaasen completely owns this bowler. Emulate that aggressive footprint.","Mukesh Kumar is a Death Over Finisher. Strongest at Arun Jaitley Stadium, Delhi. Keep away from H Klaasen who hits them at will.",Not Available,H Klaasen,50.0,50.0,9.86,11.74,42,838
M Theekshana,Not Available,Not Available,Bowler,Death Over Finisher,"Dr DY Patil Sports Academy, Mumbai > Maharashtra Cricket Association Stadium, Pune > Sawai Mansingh Stadium, Jaipur > MA Chidambaram Stadium, Chepauk, Chennai",Unknown,Not Available,0,Execute standard death-over strategies: wide yorkers and back-of-a-length slower balls.,Vary pace and trajectory. Aim for the rough patches to induce a false shot.,"Play out his deliveries on merit and wait for loose balls. Historically, Ishan Kishan completely owns this bowler. Emulate that aggressive footprint.","M Theekshana is a Death Over Finisher. Strongest at Dr DY Patil Sports Academy, Mumbai. Keep away from Ishan Kishan who hits them at will.",Not Available,Ishan Kishan,50.0,68.2,8.03,8.53,36,902
KP Appanna,Not Available,Not Available,Bowler,Death Over Finisher,Sawai Mansingh Stadium,Unknown,Not Available,0,Execute standard death-over strategies: wide yorkers and back-of-a-length slower balls.,Vary pace and trajectory. Aim for the rough patches to induce a false shot.,"Prime target for the death overs. Attack him aggressively late in the innings as he loses his length under pressure. Historically, G Gambhir completely owns this bowler. Emulate that aggressive footprint.",KP Appanna is a Death Over Finisher. Strongest at Sawai Mansingh Stadium. Keep away from G Gambhir who hits them at will.,Not Available,G Gambhir,50.0,50.0,7.73,12.0,9,222
SE Bond,Not Available,Not Available,Bowler,Middle Order Anchor,Eden Gardens,Unknown,Not Available,0,Execute standard death-over strategies: wide yorkers and back-of-a-length slower balls.,Vary pace and trajectory. Aim for the rough patches to induce a false shot.,"Play out his deliveries on merit and wait for loose balls. Historically, S Dhawan completely owns this bowler. Emulate that aggressive footprint.",SE Bond is a Middle Order Anchor. Strongest at Eden Gardens. Keep away from S Dhawan who hits them at will.,Not Available,S Dhawan,50.0,0.0,7.04,9.32,9,191
Mohammad Asif,Not Available,Not Available,Bowler,Middle Order Anchor,Neutral Venues,Unknown,Not Available,0,Execute standard death-over strategies: wide yorkers and back-of-a-length slower balls.,Vary pace and trajectory. Aim for the rough patches to induce a false shot.,"Play out his deliveries on merit and wait for loose balls. Historically, AC Gilchrist completely owns this bowler. Emulate that aggressive footprint.",Mohammad Asif is a Middle Order Anchor. Strongest at most grounds. Keep away from AC Gilchrist who hits them at will.,Not Available,AC Gilchrist,50.0,33.3,8.92,9.62,8,199
BAW Mendis,Not Available,Not Available,Bowler,Death Over Finisher,Eden Gardens,Unknown,Not Available,0,Execute standard death-over strategies: wide yorkers and back-of-a-length slower balls.,Vary pace and trajectory. Aim for the rough patches to induce a false shot.,"Play out his deliveries on merit and wait for loose balls. Historically, SS Tiwary completely owns this bowler. Emulate that aggressive footprint.",BAW Mendis is a Death Over Finisher. Strongest at Eden Gardens. Keep away from SS Tiwary who hits them at will.,Not Available,SS Tiwary,50.0,50.0,7.33,8.67,8,248
S Randiv,Not Available,Not Available,Bowler,Death Over Finisher,"MA Chidambaram Stadium, Chepauk",Unknown,Not Available,0,Execute standard death-over strategies: wide yorkers and back-of-a-length slower balls.,Vary pace and trajectory. Aim for the rough patches to induce a false shot.,"Play out his deliveries on merit and wait for loose balls. Historically, PC Valthaty completely owns this bowler. Emulate that aggressive footprint.","S Randiv is a Death Over Finisher. Strongest at MA Chidambaram Stadium, Chepauk. Keep away from PC Valthaty who hits them at will.",Not Available,PC Valthaty,50.0,50.0,7.43,9.0,6,180
RJW Topley,Not Available,Not Available,Bowler,Death Over Finisher,"M Chinnaswamy Stadium, Bengaluru",Unknown,Not Available,0,Execute standard death-over strategies: wide yorkers and back-of-a-length slower balls.,Vary pace and trajectory. Aim for the rough patches to induce a false shot.,"Prime target for the death overs. Attack him aggressively late in the innings as he loses his length under pressure. Historically, Ishan Kishan completely owns this bowler. Emulate that aggressive footprint.","RJW Topley is a Death Over Finisher. Strongest at M Chinnaswamy Stadium, Bengaluru. Keep away from Ishan Kishan who hits them at will.",Not Available,Ishan Kishan,50.0,50.0,10.66,13.35,5,125
M de Lange,Not Available,Not Available,New Addition,Death Over Finisher,Eden Gardens > Wankhede Stadium,Unknown,Not Available,0,Execute standard death-over strategies: wide yorkers and back-of-a-length slower balls.,Vary pace and trajectory. Aim for the rough patches to induce a false shot.,"Prime target for the death overs. Attack him aggressively late in the innings as he loses his length under pressure. Historically, DR Smith completely owns this bowler. Emulate that aggressive footprint.",M de Lange is a Death Over Finisher. Strongest at Eden Gardens.,Not Available,DR Smith,50.0,50.0,8.74,11.25,5,116
GHS Garton,Not Available,Not Available,New Addition,Death Over Finisher,Neutral Venues,Unknown,Not Available,0,Execute standard death-over strategies: wide yorkers and back-of-a-length slower balls.,Vary pace and trajectory. Aim for the rough patches to induce a false shot.,"Play out his deliveries on merit and wait for loose balls. Historically, E Lewis completely owns this bowler. Emulate that aggressive footprint.",GHS Garton is a Death Over Finisher. Strongest at most grounds.,Not Available,E Lewis,50.0,50.0,8.35,5.67,3,97
T Shamsi,Not Available,Not Available,New Addition,Death Over Finisher,Neutral Venues,Unknown,Not Available,0,Execute standard death-over strategies: wide yorkers and back-of-a-length slower balls.,Vary pace and trajectory. Aim for the rough patches to induce a false shot.,"Prime target for the death overs. Attack him aggressively late in the innings as he loses his length under pressure. Historically, SS Iyer completely owns this bowler. Emulate that aggressive footprint.",T Shamsi is a Death Over Finisher. Strongest at most grounds.,Not Available,SS Iyer,50.0,50.0,9.05,14.0,3,120
R Ninan,Not Available,Not Available,New Addition,Death Over Finisher,Neutral Venues,Unknown,Not Available,0,Execute standard death-over strategies: wide yorkers and back-of-a-length slower balls.,Vary pace and trajectory. Aim for the rough patches to induce a false shot.,Prime target for the death overs. Attack him aggressively late in the innings as he loses his length under pressure. ,R Ninan is a Death Over Finisher. Strongest at most grounds.,Not Available,Not Available,50.0,50.0,10.83,16.0,3,36
KA Maharaj,Not Available,Not Available,New Addition,Death Over Finisher,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur",Unknown,Not Available,0,Execute standard death-over strategies: wide yorkers and back-of-a-length slower balls.,Vary pace and trajectory. Aim for the rough patches to induce a false shot.,Elite threat. Treat with immense respect. Focus on rotating the strike and do not take unnecessary aerial risks. ,"KA Maharaj is a Death Over Finisher. Strongest at Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur.",Not Available,Not Available,50.0,50.0,6.5,0.0,2,36
MJ Suthar,Not Available,Not Available,New Addition,Death Over Finisher,Neutral Venues,Unknown,Not Available,0,Execute standard death-over strategies: wide yorkers and back-of-a-length slower balls.,Vary pace and trajectory. Aim for the rough patches to induce a false shot.,"Prime target for the death overs. Attack him aggressively late in the innings as he loses his length under pressure. Historically, RD Gaikwad completely owns this bowler. Emulate that aggressive footprint.",MJ Suthar is a Death Over Finisher. Strongest at most grounds.,Not Available,RD Gaikwad,50.0,50.0,9.14,10.74,2,44
LB Williams,Not Available,Not Available,New Addition,Death Over Finisher,Neutral Venues,Unknown,Not Available,0,Execute standard death-over strategies: wide yorkers and back-of-a-length slower balls.,Vary pace and trajectory. Aim for the rough patches to induce a false shot.,Prime target for the death overs. Attack him aggressively late in the innings as he loses his length under pressure. ,LB Williams is a Death Over Finisher. Strongest at most grounds.,Not Available,Not Available,50.0,50.0,10.29,12.0,1,42
PM Sarvesh Kumar,Not Available,Not Available,New Addition,Death Over Finisher,Neutral Venues,Unknown,Not Available,0,Execute standard death-over strategies: wide yorkers and back-of-a-length slower balls.,Vary pace and trajectory. Aim for the rough patches to induce a false shot.,"Play out his deliveries on merit and wait for loose balls. Historically, G Gambhir completely owns this bowler. Emulate that aggressive footprint.",PM Sarvesh Kumar is a Death Over Finisher. Strongest at most grounds.,Not Available,G Gambhir,50.0,50.0,8.13,0.0,1,31
A Tomar,Not Available,Not Available,New Addition,Top Order Aggressor,Neutral Venues,Unknown,Not Available,0,Execute standard death-over strategies: wide yorkers and back-of-a-length slower balls.,Vary pace and trajectory. Aim for the rough patches to induce a false shot.,Target this bowler aggressively. High economy rate suggests frequent boundary deliveries. Look for gaps early. ,A Tomar is a Top Order Aggressor. Strongest at most grounds.,Not Available,Not Available,50.0,0.0,0.0,0.0,0,0
Mohit Rathee,Not Available,Not Available,New Addition,Death Over Finisher,Neutral Venues,Unknown,Not Available,0,Execute standard death-over strategies: wide yorkers and back-of-a-length slower balls.,Vary pace and trajectory. Aim for the rough patches to induce a false shot.,Target this bowler aggressively. High economy rate suggests frequent boundary deliveries. Look for gaps early. ,Mohit Rathee is a Death Over Finisher. Strongest at most grounds.,Not Available,Not Available,50.0,50.0,14.5,0.0,0,12
PSP Handscomb,Not Available,Not Available,New Addition,Middle Order Anchor,Neutral Venues,Unknown,Not Available,0,Execute standard death-over strategies: wide yorkers and back-of-a-length slower balls.,Vary pace and trajectory. Aim for the rough patches to induce a false shot.,Target this bowler aggressively. High economy rate suggests frequent boundary deliveries. Look for gaps early. ,PSP Handscomb is a Middle Order Anchor. Strongest at most grounds.,Not Available,Not Available,50.0,0.0,0.0,0.0,0,0
Krish Bhagat,Not Available,Not Available,New Addition,Middle Order Anchor,Neutral Venues,Unknown,Not Available,0,Execute standard death-over strategies: wide yorkers and back-of-a-length slower balls.,Vary pace and trajectory. Aim for the rough patches to induce a false shot.,"Prime target for the death overs. Attack him aggressively late in the innings as he loses his length under pressure. Historically, SV Samson completely owns this bowler. Emulate that aggressive footprint.",Krish Bhagat is a Middle Order Anchor. Strongest at most grounds.,Not Available,SV Samson,46.7,42.9,10.25,15.5,0,24
UA Birla,Not Available,Not Available,New Addition,Top Order Aggressor,Neutral Venues,Unknown,Not Available,0,Execute standard death-over strategies: wide yorkers and back-of-a-length slower balls.,Vary pace and trajectory. Aim for the rough patches to induce a false shot.,Target this bowler aggressively. High economy rate suggests frequent boundary deliveries. Look for gaps early. ,UA Birla is a Top Order Aggressor. Strongest at most grounds.,Not Available,Not Available,46.7,0.0,0.0,0.0,0,0
PV Tambe,Not Available,Not Available,Bowler,Death Over Finisher,"Sardar Patel Stadium, Motera > Sheikh Zayed Stadium > Wankhede Stadium > Feroz Shah Kotla",Unknown,Not Available,0,Execute standard death-over strategies: wide yorkers and back-of-a-length slower balls.,Vary pace and trajectory. Aim for the rough patches to induce a false shot.,"Prime target for the death overs. Attack him aggressively late in the innings as he loses his length under pressure. Historically, CJ Anderson completely owns this bowler. Emulate that aggressive footprint.","PV Tambe is a Death Over Finisher. Strongest at Sardar Patel Stadium, Motera. Keep away from CJ Anderson who hits them at will.",Not Available,CJ Anderson,46.2,40.0,7.59,10.86,28,674
S Nadeem,Not Available,Not Available,Bowler,Death Over Finisher,Feroz Shah Kotla > Wankhede Stadium > Sharjah Cricket Stadium > Eden Gardens,Unknown,Not Available,0,Execute standard death-over strategies: wide yorkers and back-of-a-length slower balls.,Vary pace and trajectory. Aim for the rough patches to induce a false shot.,"Play out his deliveries on merit and wait for loose balls. Historically, SPD Smith completely owns this bowler. Emulate that aggressive footprint.",S Nadeem is a Death Over Finisher. Strongest at Feroz Shah Kotla. Keep away from SPD Smith who hits them at will.,SP Narine,SPD Smith,44.3,45.5,7.41,9.28,48,1444
GC Viljoen,Not Available,Not Available,Bowler,Death Over Finisher,Punjab Cricket Association IS Bindra Stadium > Arun Jaitley Stadium,Unknown,Not Available,0,Execute standard death-over strategies: wide yorkers and back-of-a-length slower balls.,Vary pace and trajectory. Aim for the rough patches to induce a false shot.,"Prime target for the death overs. Attack him aggressively late in the innings as he loses his length under pressure. Historically, CA Ingram completely owns this bowler. Emulate that aggressive footprint.",GC Viljoen is a Death Over Finisher. Strongest at Punjab Cricket Association IS Bindra Stadium. Keep away from CA Ingram who hits them at will.,Not Available,CA Ingram,42.9,42.9,9.12,12.13,7,146
Younis Khan,Not Available,Not Available,New Addition,Top Order Aggressor,Neutral Venues,Unknown,Not Available,0,Execute standard death-over strategies: wide yorkers and back-of-a-length slower balls.,Vary pace and trajectory. Aim for the rough patches to induce a false shot.,Target this bowler aggressively. High economy rate suggests frequent boundary deliveries. Look for gaps early. ,Younis Khan is a Top Order Aggressor. Strongest at most grounds.,Not Available,Not Available,42.9,0.0,0.0,0.0,0,0
Prince Yadav,Not Available,Not Available,Bowler,Death Over Finisher,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow > Rajiv Gandhi International Stadium, Uppal, Hyderabad > M Chinnaswamy Stadium, Bengaluru",Unknown,Not Available,0,Execute standard death-over strategies: wide yorkers and back-of-a-length slower balls.,Vary pace and trajectory. Aim for the rough patches to induce a false shot.,"Prime target for the death overs. Attack him aggressively late in the innings as he loses his length under pressure. Historically, P Simran Singh completely owns this bowler. Emulate that aggressive footprint.","Prince Yadav is a Death Over Finisher. Strongest at Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow. Keep away from P Simran Singh who hits them at will.",Not Available,P Simran Singh,41.7,41.7,8.39,10.58,16,337
YS Chahal,Not Available,Not Available,Bowler,Death Over Finisher,"M Chinnaswamy Stadium > Dubai International Cricket Stadium > M.Chinnaswamy Stadium > Wankhede Stadium, Mumbai",Unknown,Not Available,0,Execute standard death-over strategies: wide yorkers and back-of-a-length slower balls.,Vary pace and trajectory. Aim for the rough patches to induce a false shot.,"Play out his deliveries on merit and wait for loose balls. Historically, Abhishek Sharma completely owns this bowler. Emulate that aggressive footprint.",YS Chahal is a Death Over Finisher. Strongest at M Chinnaswamy Stadium. Keep away from Abhishek Sharma who hits them at will.,Imran Tahir,Abhishek Sharma,41.6,50.0,7.78,8.98,228,4068
R Minz,Not Available,Not Available,New Addition,Middle Order Anchor,Neutral Venues,Unknown,Not Available,0,Execute standard death-over strategies: wide yorkers and back-of-a-length slower balls.,Vary pace and trajectory. Aim for the rough patches to induce a false shot.,Target this bowler aggressively. High economy rate suggests frequent boundary deliveries. Look for gaps early. ,R Minz is a Middle Order Anchor. Strongest at most grounds.,Not Available,Not Available,41.2,100.0,0.0,0.0,0,0
BR Sharath,Not Available,Not Available,New Addition,Middle Order Anchor,Neutral Venues,Unknown,Not Available,0,Execute standard death-over strategies: wide yorkers and back-of-a-length slower balls.,Vary pace and trajectory. Aim for the rough patches to induce a false shot.,Target this bowler aggressively. High economy rate suggests frequent boundary deliveries. Look for gaps early. ,BR Sharath is a Middle Order Anchor. Strongest at most grounds.,Not Available,Not Available,40.0,0.0,0.0,0.0,0,0
DV Malewar,Not Available,Not Available,New Addition,Top Order Aggressor,Neutral Venues,Unknown,Not Available,0,Execute standard death-over strategies: wide yorkers and back-of-a-length slower balls.,Vary pace and trajectory. Aim for the rough patches to induce a false shot.,Target this bowler aggressively. High economy rate suggests frequent boundary deliveries. Look for gaps early. ,DV Malewar is a Top Order Aggressor. Strongest at most grounds.,Not Available,Not Available,40.0,0.0,0.0,0.0,0,0
H Das,Not Available,Not Available,New Addition,Death Over Finisher,Neutral Venues,Unknown,Not Available,0,Execute standard death-over strategies: wide yorkers and back-of-a-length slower balls.,Vary pace and trajectory. Aim for the rough patches to induce a false shot.,Target this bowler aggressively. High economy rate suggests frequent boundary deliveries. Look for gaps early. ,H Das is a Death Over Finisher. Strongest at most grounds.,Not Available,Not Available,40.0,40.0,0.0,0.0,0,0
IS Sodhi,Not Available,Not Available,Bowler,Death Over Finisher,Sawai Mansingh Stadium > Arun Jaitley Stadium,Unknown,Not Available,0,Execute standard death-over strategies: wide yorkers and back-of-a-length slower balls.,Vary pace and trajectory. Aim for the rough patches to induce a false shot.,"Elite threat. Treat with immense respect. Focus on rotating the strike and do not take unnecessary aerial risks. Historically, AB de Villiers completely owns this bowler. Emulate that aggressive footprint.",IS Sodhi is a Death Over Finisher. Strongest at Sawai Mansingh Stadium. Keep away from AB de Villiers who hits them at will.,Not Available,AB de Villiers,38.9,45.5,6.66,6.86,9,182
B Laughlin,Not Available,Not Available,Bowler,Middle Order Anchor,Sawai Mansingh Stadium,Unknown,Not Available,0,Execute standard death-over strategies: wide yorkers and back-of-a-length slower balls.,Vary pace and trajectory. Aim for the rough patches to induce a false shot.,"Prime target for the death overs. Attack him aggressively late in the innings as he loses his length under pressure. Historically, KD Karthik completely owns this bowler. Emulate that aggressive footprint.",B Laughlin is a Middle Order Anchor. Strongest at Sawai Mansingh Stadium. Keep away from KD Karthik who hits them at will.,Not Available,KD Karthik,38.5,33.3,9.45,10.77,10,179
M Prasidh Krishna,Not Available,Not Available,Bowler,Death Over Finisher,"Narendra Modi Stadium, Ahmedabad > Wankhede Stadium, Mumbai > Eden Gardens > Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Unknown,Not Available,0,Execute standard death-over strategies: wide yorkers and back-of-a-length slower balls.,Vary pace and trajectory. Aim for the rough patches to induce a false shot.,"Play out his deliveries on merit and wait for loose balls. Historically, MP Stoinis completely owns this bowler. Emulate that aggressive footprint.","M Prasidh Krishna is a Death Over Finisher. Strongest at Narendra Modi Stadium, Ahmedabad. Keep away from MP Stoinis who hits them at will.",Not Available,MP Stoinis,37.5,37.5,8.43,9.74,87,1757
L Ngidi,Not Available,Not Available,Bowler,Death Over Finisher,"Maharashtra Cricket Association Stadium > Sheikh Zayed Stadium > M Chinnaswamy Stadium, Bengaluru > Arun Jaitley Stadium, Delhi",Unknown,Not Available,0,Execute standard death-over strategies: wide yorkers and back-of-a-length slower balls.,Vary pace and trajectory. Aim for the rough patches to induce a false shot.,"Play out his deliveries on merit and wait for loose balls. Historically, KA Pollard completely owns this bowler. Emulate that aggressive footprint.",L Ngidi is a Death Over Finisher. Strongest at Maharashtra Cricket Association Stadium. Keep away from KA Pollard who hits them at will.,Not Available,KA Pollard,37.5,37.5,8.2,8.57,36,538
