Team,Player_Name,Role,Country,Primary_Batting_Phase,Best_to_Worst_Venues,General_Fielding_Position,Loose_Fielding_Position,Total_Dropped_Catches,Clash_Pace_Tactic,Clash_Spin_Tactic,Batting_Against_Him_Tactic,Coach_Tape_Suggestion,Primary_Threat_Bowler,Primary_Nightmare_Batter,Overall_Bat_SR,Pressure_Bat_SR_Death,Overall_Bowl_Econ,Pressure_Bowl_Econ_Death,Wickets,Balls_Bowled
Royal Challengers Bengaluru,Yash Dayal,Bowler,India,Lower Order,Neutral Venues,Cover / Boundary,Not Available,0.0,Target the stumps with raw pace. Look for quick dismissals.,Bowl flat and straight. Do not offer flight.,Respect Yash Dayal's stock delivery. Wait for the loose ball or missed yorker at the death.,Yash Dayal is a frontline Bowler. See off their best spells and attack the weaker backup bowlers.,Not Available,Not Available,85.0,100.0,9.1,10.6,38.0,750.0
Royal Challengers Bengaluru,Venkatesh Iyer,All-Rounder,India,Middle Order Anchor,Neutral Venues,Cover / Boundary,,0.0,Bowl standard lines and build pressure.,Restrict boundaries and use flight.,Rotate the strike and wait for bad balls.,Review standard match footage.,,,0.0,0.0,9.0,10.0,0.0,0.0
Royal Challengers Bengaluru,Jacob Duffy,Bowler,New Zealand,Middle Order Anchor,Neutral Venues,Cover / Boundary,,0.0,Bowl standard lines and build pressure.,Restrict boundaries and use flight.,Rotate the strike and wait for bad balls.,Review standard match footage.,,,0.0,0.0,9.0,10.0,0.0,0.0
Royal Challengers Bengaluru,Mangesh Yadav,All-Rounder,India,Middle Order Anchor,Neutral Venues,Cover / Boundary,,0.0,Bowl standard lines and build pressure.,Restrict boundaries and use flight.,Rotate the strike and wait for bad balls.,Review standard match footage.,,,0.0,0.0,9.0,10.0,0.0,0.0
Royal Challengers Bengaluru,Satwik Deswal,All-Rounder,India,Middle Order Anchor,Neutral Venues,Cover / Boundary,,0.0,Bowl standard lines and build pressure.,Restrict boundaries and use flight.,Rotate the strike and wait for bad balls.,Review standard match footage.,,,0.0,0.0,9.0,10.0,0.0,0.0
Royal Challengers Bengaluru,Vicky Ostwal,All-Rounder,India,Middle Order Anchor,Neutral Venues,Cover / Boundary,,0.0,Bowl standard lines and build pressure.,Restrict boundaries and use flight.,Rotate the strike and wait for bad balls.,Review standard match footage.,,,0.0,0.0,9.0,10.0,0.0,0.0
Royal Challengers Bengaluru,Vihaan Malhotra,All-Rounder,India,Middle Order Anchor,Neutral Venues,Cover / Boundary,,0.0,Bowl standard lines and build pressure.,Restrict boundaries and use flight.,Rotate the strike and wait for bad balls.,Review standard match footage.,,,0.0,0.0,9.0,10.0,0.0,0.0
Royal Challengers Bengaluru,Kanishk Chouhan,All-Rounder,India,Middle Order Anchor,Neutral Venues,Cover / Boundary,,0.0,Bowl standard lines and build pressure.,Restrict boundaries and use flight.,Rotate the strike and wait for bad balls.,Review standard match footage.,,,0.0,0.0,9.0,10.0,0.0,0.0
Royal Challengers Bengaluru,Manoj Bhandage,All-Rounder,India,Middle Order Anchor,Neutral Venues,Cover / Boundary,,0.0,Bowl standard lines and build pressure.,Restrict boundaries and use flight.,Rotate the strike and wait for bad balls.,Review standard match footage.,,,0.0,0.0,9.0,10.0,0.0,0.0
Sunrisers Hyderabad,Pat Cummins,Bowler,Australia,Middle Order Anchor,Neutral Venues,Cover / Boundary,,0.0,Bowl standard lines and build pressure.,Restrict boundaries and use flight.,Rotate the strike and wait for bad balls.,Review standard match footage.,,,0.0,0.0,9.0,10.0,0.0,0.0
Sunrisers Hyderabad,Travis Head,Batsman,Australia,Middle Order Anchor,Neutral Venues,Cover / Boundary,,0.0,Bowl standard lines and build pressure.,Restrict boundaries and use flight.,Rotate the strike and wait for bad balls.,Review standard match footage.,,,0.0,0.0,9.0,10.0,0.0,0.0
Sunrisers Hyderabad,Abhishek Sharma,All-Rounder,India,Top Order Aggressor,"Rajiv Gandhi International Stadium, Uppal, Hyderabad > Wankhede Stadium, Mumbai > MA Chidambaram Stadium, Chepauk, Chennai > Arun Jaitley Stadium, Delhi",Unknown,Long On,1.0,Alternate Tactic (Pace): Bowl hard lengths outside off-stump. Use off-cutters rolling fingers over the seam to disrupt timing.,"Target primary weakness: Exploit the spinning ball, use variations in flight and turn away from the bat.","Prime target for the death overs. Attack him aggressively late in the innings as he loses his length under pressure. Historically, Dhruv Jurel completely owns this bowler. Emulate that aggressive footprint.","Abhishek Sharma is a Top Order Aggressor. Strongest at Rajiv Gandhi International Stadium, Uppal, Hyderabad. Beware of SN Thakur who owns this matchup. Keep away from Dhruv Jurel who hits them at will.",SN Thakur,Dhruv Jurel,160.5,141.0,8.88,15.0,11.0,362.0
Sunrisers Hyderabad,Aniket Verma,Batsman,India,Middle Order Anchor,"Rajiv Gandhi International Stadium, Uppal, Hyderabad > Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",Unknown,Not Available,0.0,Execute standard death-over strategies: wide yorkers and back-of-a-length slower balls.,Vary pace and trajectory. Aim for the rough patches to induce a false shot.,Target this bowler aggressively. High economy rate suggests frequent boundary deliveries. Look for gaps early. ,"Aniket Verma is a Middle Order Anchor. Strongest at Rajiv Gandhi International Stadium, Uppal, Hyderabad. Beware of AR Patel who owns this matchup.",AR Patel,Not Available,156.9,181.0,0.0,0.0,0.0,0.0
Sunrisers Hyderabad,Smaran Ravichandran,Batsman,India,Middle Order Anchor,Neutral Venues,Cover / Boundary,,0.0,Bowl standard lines and build pressure.,Restrict boundaries and use flight.,Rotate the strike and wait for bad balls.,Review standard match footage.,,,0.0,0.0,9.0,10.0,0.0,0.0
Sunrisers Hyderabad,Ishan Kishan,Wicketkeeper,India,Middle Order Anchor,"Wankhede Stadium, Mumbai > Rajiv Gandhi International Stadium, Uppal, Hyderabad > Dubai International Cricket Stadium > Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Unknown,Wicketkeeper,7.0,Alternate Tactic (Pace): Bowl hard lengths outside off-stump. Use off-cutters rolling fingers over the seam to disrupt timing.,"Target primary weakness: Exploit the spinning ball, use variations in flight and turn away from the bat.",Prime target for the death overs. Attack him aggressively late in the innings as he loses his length under pressure. ,"Ishan Kishan is a Middle Order Anchor. Strongest at Wankhede Stadium, Mumbai. Beware of Imran Tahir who owns this matchup.",Imran Tahir,Not Available,137.9,181.8,24.0,24.0,0.0,1.0
Sunrisers Hyderabad,Heinrich Klaasen,Wicketkeeper,South Africa,Middle Order Anchor,Neutral Venues,Cover / Boundary,,0.0,Bowl standard lines and build pressure.,Restrict boundaries and use flight.,Rotate the strike and wait for bad balls.,Review standard match footage.,,,0.0,0.0,9.0,10.0,0.0,0.0
Sunrisers Hyderabad,Nitish Kumar Reddy,All-Rounder,India,Middle Order Anchor,Neutral Venues,Cover / Boundary,Not Available,0.0,Bowl heavy bouncers at the body to cramp Nitish Kumar Reddy for room.,Keep the ball turning away from Nitish Kumar Reddy's hitting arc.,Exploit Nitish Kumar Reddy's lack of raw pace. Look for the straight drive or slog sweep.,Nitish Kumar Reddy provides critical balance. Attack their bowling to put them under pressure before they bat.,Not Available,Not Available,142.5,157.5,8.7,10.2,8.0,150.0
Sunrisers Hyderabad,Harsh Dubey,All-Rounder,India,Death Over Finisher,"Rajiv Gandhi International Stadium, Uppal, Hyderabad > Arun Jaitley Stadium, Delhi",Unknown,Not Available,0.0,Execute standard death-over strategies: wide yorkers and back-of-a-length slower balls.,Vary pace and trajectory. Aim for the rough patches to induce a false shot.,"Target this bowler aggressively. High economy rate suggests frequent boundary deliveries. Look for gaps early. Historically, AK Markram completely owns this bowler. Emulate that aggressive footprint.","Harsh Dubey is a Death Over Finisher. Strongest at Rajiv Gandhi International Stadium, Uppal, Hyderabad. Keep away from AK Markram who hits them at will.",Not Available,AK Markram,118.2,118.2,9.35,5.75,13.0,186.0
Sunrisers Hyderabad,Kamindu Mendis,All-Rounder,Sri Lanka,Middle Order Anchor,Neutral Venues,Cover / Boundary,Not Available,0.0,Bowl heavy bouncers at the body to cramp Kamindu Mendis for room.,Keep the ball turning away from Kamindu Mendis's hitting arc.,Exploit Kamindu Mendis's lack of raw pace. Look for the straight drive or slog sweep.,Kamindu Mendis provides critical balance. Attack their bowling to put them under pressure before they bat.,Not Available,Not Available,134.0,149.0,7.6,9.1,30.0,600.0
Sunrisers Hyderabad,Harshal Patel,Bowler,India,Middle Order Anchor,Neutral Venues,Cover / Boundary,,0.0,Bowl standard lines and build pressure.,Restrict boundaries and use flight.,Rotate the strike and wait for bad balls.,Review standard match footage.,,,0.0,0.0,9.0,10.0,0.0,0.0
Sunrisers Hyderabad,Brydon Carse,Bowler,England,Lower Order,Neutral Venues,Cover / Boundary,Not Available,0.0,Target the stumps with raw pace. Look for quick dismissals.,Bowl flat and straight. Do not offer flight.,Respect Brydon Carse's stock delivery. Wait for the loose ball or missed yorker at the death.,Brydon Carse is a frontline Bowler. See off their best spells and attack the weaker backup bowlers.,Not Available,Not Available,115.0,130.0,8.4,9.9,95.0,1700.0
Sunrisers Hyderabad,Jaydev Unadkat,Bowler,India,Middle Order Anchor,Neutral Venues,Cover / Boundary,,0.0,Bowl standard lines and build pressure.,Restrict boundaries and use flight.,Rotate the strike and wait for bad balls.,Review standard match footage.,,,0.0,0.0,9.0,10.0,0.0,0.0
Sunrisers Hyderabad,Eshan Malinga,Bowler,Sri Lanka,Middle Order Anchor,Neutral Venues,Cover / Boundary,,0.0,Bowl standard lines and build pressure.,Restrict boundaries and use flight.,Rotate the strike and wait for bad balls.,Review standard match footage.,,,0.0,0.0,9.0,10.0,0.0,0.0
Sunrisers Hyderabad,Zeeshan Ansari,Bowler,India,Middle Order,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",Unknown,Not Available,0.0,Execute standard death-over strategies: wide yorkers and back-of-a-length slower balls.,Vary pace and trajectory. Aim for the rough patches to induce a false shot.,"Prime target for the death overs. Attack him aggressively late in the innings as he loses his length under pressure. Historically, SA Yadav completely owns this bowler. Emulate that aggressive footprint.","Zeeshan Ansari is a Middle Order. Strongest at Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam. Keep away from SA Yadav who hits them at will.",Not Available,SA Yadav,0.0,0.0,9.56,12.0,6.0,209.0
Sunrisers Hyderabad,Liam Livingstone,All-Rounder,England,Middle Order Anchor,Neutral Venues,Cover / Boundary,,0.0,Bowl standard lines and build pressure.,Restrict boundaries and use flight.,Rotate the strike and wait for bad balls.,Review standard match footage.,,,0.0,0.0,9.0,10.0,0.0,0.0
Sunrisers Hyderabad,Shivam Mavi,Bowler,India,Lower Order,Neutral Venues,Cover / Boundary,Not Available,0.0,Target the stumps with raw pace. Look for quick dismissals.,Bowl flat and straight. Do not offer flight.,Respect Shivam Mavi's stock delivery. Wait for the loose ball or missed yorker at the death.,Shivam Mavi is a frontline Bowler. See off their best spells and attack the weaker backup bowlers.,Not Available,Not Available,105.0,120.0,8.7,10.2,55.0,1100.0
Sunrisers Hyderabad,Salil Arora,Wicketkeeper,India,Middle Order Anchor,Neutral Venues,Cover / Boundary,,0.0,Bowl standard lines and build pressure.,Restrict boundaries and use flight.,Rotate the strike and wait for bad balls.,Review standard match footage.,,,0.0,0.0,9.0,10.0,0.0,0.0
Sunrisers Hyderabad,Shivang Kumar,All-Rounder,India,Death Over Finisher,"Maharaja Yadavindra Singh International Cricket Stadium, New Chandigarh > Rajiv Gandhi International Stadium, Uppal, Hyderabad",Unknown,Not Available,0.0,Execute standard death-over strategies: wide yorkers and back-of-a-length slower balls.,Vary pace and trajectory. Aim for the rough patches to induce a false shot.,"Target this bowler aggressively. High economy rate suggests frequent boundary deliveries. Look for gaps early. Historically, D Ferreira completely owns this bowler. Emulate that aggressive footprint.","Shivang Kumar is a Death Over Finisher. Strongest at Maharaja Yadavindra Singh International Cricket Stadium, New Chandigarh. Keep away from D Ferreira who hits them at will.",Not Available,D Ferreira,140.0,140.0,9.43,0.0,5.0,133.0
Sunrisers Hyderabad,Omkar Tarmale,Bowler,India,Middle Order Anchor,Neutral Venues,Cover / Boundary,,0.0,Bowl standard lines and build pressure.,Restrict boundaries and use flight.,Rotate the strike and wait for bad balls.,Review standard match footage.,,,0.0,0.0,9.0,10.0,0.0,0.0
Sunrisers Hyderabad,Krains Fuletra,All-Rounder,India,Middle Order Anchor,Neutral Venues,Cover / Boundary,,0.0,Bowl standard lines and build pressure.,Restrict boundaries and use flight.,Rotate the strike and wait for bad balls.,Review standard match footage.,,,0.0,0.0,9.0,10.0,0.0,0.0
Sunrisers Hyderabad,Praful Hinge,Bowler,India,Middle Order Anchor,Neutral Venues,Cover / Boundary,,0.0,Bowl standard lines and build pressure.,Restrict boundaries and use flight.,Rotate the strike and wait for bad balls.,Review standard match footage.,,,0.0,0.0,9.0,10.0,0.0,0.0
Sunrisers Hyderabad,Amit Kumar,Bowler,India,Middle Order Anchor,Neutral Venues,Cover / Boundary,,0.0,Bowl standard lines and build pressure.,Restrict boundaries and use flight.,Rotate the strike and wait for bad balls.,Review standard match footage.,,,0.0,0.0,9.0,10.0,0.0,0.0
Sunrisers Hyderabad,Sakib Hussain,Bowler,India,Middle Order,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Unknown,Not Available,0.0,Execute standard death-over strategies: wide yorkers and back-of-a-length slower balls.,Vary pace and trajectory. Aim for the rough patches to induce a false shot.,"Play out his deliveries on merit and wait for loose balls. Historically, D Ferreira completely owns this bowler. Emulate that aggressive footprint.","Sakib Hussain is a Middle Order. Strongest at Rajiv Gandhi International Stadium, Uppal, Hyderabad. Keep away from D Ferreira who hits them at will.",Not Available,D Ferreira,0.0,0.0,8.93,7.45,8.0,125.0
Sunrisers Hyderabad,Jack Edwards,All-Rounder,Australia,Middle Order Anchor,Neutral Venues,Cover / Boundary,,0.0,Bowl standard lines and build pressure.,Restrict boundaries and use flight.,Rotate the strike and wait for bad balls.,Review standard match footage.,,,0.0,0.0,9.0,10.0,0.0,0.0
