Player_Name,Full_Name,Country,Role,Primary_Batting_Phase,Best_to_Worst_Venues,General_Fielding_Position,Loose_Fielding_Position,Total_Dropped_Catches,Clash_Pace_Tactic,Clash_Spin_Tactic,Batting_Against_Him_Tactic,Coach_Tape_Suggestion,Primary_Threat_Bowler,Primary_Nightmare_Batter,Overall_Bat_SR,Pressure_Bat_SR_Death,Overall_Bowl_Econ,Pressure_Bowl_Econ_Death,Wickets,Balls_Bowled,Team
Abhinandan Singh,Abhinandan Singh,India,New Addition,Middle Order,"M Chinnaswamy Stadium, Bengaluru",Unknown,Not Available,0,Deploy slow off-cutters gripping into the pitch outside the off-stump.,Use high-quality wrist spin tossed up wide to invite the mistimed slog sweep.,Not a regular bowler. Focus purely on strike rotation if they are brought on.,Middle-order anchor. Build dot-ball pressure with tight lines to force a frustrated lofted shot.,Not Available,Dhruv Jurel,0.0,0.0,12.2,9.6,3,60,Unattached
Gurjapneet Singh,Gurjapneet Singh,India,New Addition,Middle Order,Neutral Venues,Unknown,Not Available,0,Deploy slow off-cutters gripping into the pitch outside the off-stump.,Use high-quality wrist spin tossed up wide to invite the mistimed slog sweep.,Not a regular bowler. Focus purely on strike rotation if they are brought on.,Middle-order anchor. Build dot-ball pressure with tight lines to force a frustrated lofted shot.,Not Available,T Stubbs,0.0,0.0,9.48,9.38,3,88,Chennai Super Kings
Yash Raj Punja,Yash Raj Punja,India,New Addition,Middle Order,Neutral Venues,Unknown,Not Available,0,Deploy slow off-cutters gripping into the pitch outside the off-stump.,Use high-quality wrist spin tossed up wide to invite the mistimed slog sweep.,Not a regular bowler. Focus purely on strike rotation if they are brought on.,Middle-order anchor. Build dot-ball pressure with tight lines to force a frustrated lofted shot.,Not Available,Not Available,0.0,0.0,8.25,10.0,3,48,Unattached
Gagandeep Singh,Gagandeep Singh,India,New Addition,Middle Order,Neutral Venues,Unknown,Not Available,0,Deploy slow off-cutters gripping into the pitch outside the off-stump.,Use high-quality wrist spin tossed up wide to invite the mistimed slog sweep.,Not a regular bowler. Focus purely on strike rotation if they are brought on.,Middle-order anchor. Build dot-ball pressure with tight lines to force a frustrated lofted shot.,Not Available,DJ Hussey,0.0,0.0,10.07,16.0,3,84,Unattached
L Ablish,Love Ablish,India,New Addition,Death Over Finisher,Neutral Venues,Unknown,Not Available,0,Bowl rapid back-of-a-length deliveries targeting the ribcage to cramp them for room.,Keep the ball turning away from their hitting arc.,Not a regular bowler. Focus purely on strike rotation if they are brought on.,Lower-order batter. Exploit their lack of footwork with aggressive body-line bowling.,Not Available,Not Available,0.0,0.0,10.0,5.14,3,45,Kings XI Punjab
K Santokie,Krishmar Santokie,West Indies,New Addition,Middle Order,Neutral Venues,Unknown,Not Available,0,Deploy slow off-cutters gripping into the pitch outside the off-stump.,Use high-quality wrist spin tossed up wide to invite the mistimed slog sweep.,Not a regular bowler. Focus purely on strike rotation if they are brought on.,Middle-order anchor. Build dot-ball pressure with tight lines to force a frustrated lofted shot.,Not Available,Not Available,0.0,0.0,10.59,12.96,3,51,Mumbai Indians
JW Hastings,John Hastings,Australia,New Addition,Middle Order,Neutral Venues,Unknown,Not Available,0,Deploy slow off-cutters gripping into the pitch outside the off-stump.,Use high-quality wrist spin tossed up wide to invite the mistimed slog sweep.,Not a regular bowler. Focus purely on strike rotation if they are brought on.,Middle-order anchor. Build dot-ball pressure with tight lines to force a frustrated lofted shot.,Not Available,DA Warner,0.0,0.0,6.49,5.4,3,61,Kolkata Knight Riders
SC Kuggeleijn,Scott Kuggeleijn,New Zealand,New Addition,Middle Order,Neutral Venues,Unknown,Not Available,0,Deploy slow off-cutters gripping into the pitch outside the off-stump.,Use high-quality wrist spin tossed up wide to invite the mistimed slog sweep.,Not a regular bowler. Focus purely on strike rotation if they are brought on.,Middle-order anchor. Build dot-ball pressure with tight lines to force a frustrated lofted shot.,Not Available,AD Russell,0.0,0.0,8.52,7.92,2,50,Royal Challengers Bangalore
K Yadav,Kuldeep Yadav,India,New Addition,Death Over Finisher,Neutral Venues,Unknown,Not Available,0,Bowl rapid back-of-a-length deliveries targeting the ribcage to cramp them for room.,Keep the ball turning away from their hitting arc.,Not a regular bowler. Focus purely on strike rotation if they are brought on.,Lower-order batter. Exploit their lack of footwork with aggressive body-line bowling.,Not Available,Not Available,0.0,0.0,9.33,14.0,2,54,Delhi Capitals
PH Solanki,Prathamesh Solanki,India,New Addition,Middle Order,Neutral Venues,Unknown,Not Available,0,Deploy slow off-cutters gripping into the pitch outside the off-stump.,Use high-quality wrist spin tossed up wide to invite the mistimed slog sweep.,Not a regular bowler. Focus purely on strike rotation if they are brought on.,Middle-order anchor. Build dot-ball pressure with tight lines to force a frustrated lofted shot.,Not Available,WP Saha,0.0,0.0,6.33,7.5,2,36,Unattached
Mayank Dagar,Mayank Dagar,India,Bowler,Death Over Finisher,Neutral Venues,Unknown,Not Available,0,Bowl rapid back-of-a-length deliveries targeting the ribcage to cramp them for room.,Keep the ball turning away from their hitting arc.,Play out their good deliveries on merit. Look to capitalize on the missed yorker at the death.,Solid squad bowler. Exploit their lack of raw pace with calculated aggression.,Not Available,C Green,0.0,0.0,8.83,7.76,2,138,Royal Challengers Bengaluru
V Kaverappa,Vidwath Kaverappa,India,New Addition,Middle Order,Neutral Venues,Unknown,Not Available,0,Deploy slow off-cutters gripping into the pitch outside the off-stump.,Use high-quality wrist spin tossed up wide to invite the mistimed slog sweep.,Not a regular bowler. Focus purely on strike rotation if they are brought on.,Middle-order anchor. Build dot-ball pressure with tight lines to force a frustrated lofted shot.,Not Available,Not Available,0.0,0.0,9.0,0.0,2,24,Punjab Kings
C Nanda,Chetanya Nanda,India,New Addition,Death Over Finisher,Neutral Venues,Unknown,Not Available,0,Bowl rapid back-of-a-length deliveries targeting the ribcage to cramp them for room.,Keep the ball turning away from their hitting arc.,Not a regular bowler. Focus purely on strike rotation if they are brought on.,Lower-order batter. Exploit their lack of footwork with aggressive body-line bowling.,Not Available,ML Hayden,0.0,0.0,6.84,6.86,2,50,Mumbai Indians
ND Doshi,Nayan Doshi,India,New Addition,Death Over Finisher,Neutral Venues,Unknown,Not Available,0,Bowl rapid back-of-a-length deliveries targeting the ribcage to cramp them for room.,Keep the ball turning away from their hitting arc.,Not a regular bowler. Focus purely on strike rotation if they are brought on.,Lower-order batter. Exploit their lack of footwork with aggressive body-line bowling.,Not Available,Not Available,0.0,0.0,8.32,5.5,2,57,Royal Challengers Bangalore
P Suyal,Pawan Suyal,India,New Addition,Middle Order,Neutral Venues,Unknown,Not Available,0,Deploy slow off-cutters gripping into the pitch outside the off-stump.,Use high-quality wrist spin tossed up wide to invite the mistimed slog sweep.,Not a regular bowler. Focus purely on strike rotation if they are brought on.,Middle-order anchor. Build dot-ball pressure with tight lines to force a frustrated lofted shot.,Not Available,Not Available,0.0,0.0,8.47,9.33,2,107,Delhi Daredevils
SM Boland,Scott Boland,Australia,New Addition,Middle Order,Neutral Venues,Unknown,Not Available,0,Deploy slow off-cutters gripping into the pitch outside the off-stump.,Use high-quality wrist spin tossed up wide to invite the mistimed slog sweep.,Not a regular bowler. Focus purely on strike rotation if they are brought on.,Middle-order anchor. Build dot-ball pressure with tight lines to force a frustrated lofted shot.,Not Available,RG Sharma,0.0,0.0,7.53,6.95,2,43,Rising Pune Supergiants
SS Agarwal,Shubham Agarwal,India,New Addition,Middle Order,Neutral Venues,Unknown,Not Available,0,Deploy slow off-cutters gripping into the pitch outside the off-stump.,Use high-quality wrist spin tossed up wide to invite the mistimed slog sweep.,Not a regular bowler. Focus purely on strike rotation if they are brought on.,Middle-order anchor. Build dot-ball pressure with tight lines to force a frustrated lofted shot.,Not Available,Not Available,0.0,0.0,10.5,0.0,1,24,Gujarat Lions
NB Singh,Nathu Singh,India,New Addition,Middle Order,Neutral Venues,Unknown,Not Available,0,Deploy slow off-cutters gripping into the pitch outside the off-stump.,Use high-quality wrist spin tossed up wide to invite the mistimed slog sweep.,Not a regular bowler. Focus purely on strike rotation if they are brought on.,Middle-order anchor. Build dot-ball pressure with tight lines to force a frustrated lofted shot.,Not Available,Not Available,0.0,0.0,3.6,0.0,1,25,Rajasthan Royals
Y Prithvi Raj,Yarra Prithviraj,India,New Addition,Death Over Finisher,Neutral Venues,Unknown,Not Available,0,Bowl rapid back-of-a-length deliveries targeting the ribcage to cramp them for room.,Keep the ball turning away from their hitting arc.,Not a regular bowler. Focus purely on strike rotation if they are brought on.,Lower-order batter. Exploit their lack of footwork with aggressive body-line bowling.,Not Available,Not Available,0.0,0.0,10.36,0.0,1,33,Sunrisers Hyderabad
LI Meriwala,Lukman Meriwala,India,New Addition,Middle Order,Neutral Venues,Unknown,Not Available,0,Deploy slow off-cutters gripping into the pitch outside the off-stump.,Use high-quality wrist spin tossed up wide to invite the mistimed slog sweep.,Not a regular bowler. Focus purely on strike rotation if they are brought on.,Middle-order anchor. Build dot-ball pressure with tight lines to force a frustrated lofted shot.,Not Available,MA Agarwal,0.0,0.0,10.11,0.0,1,19,Delhi Capitals
IC Porel,Ishan Porel,India,New Addition,Middle Order,Neutral Venues,Unknown,Not Available,0,Deploy slow off-cutters gripping into the pitch outside the off-stump.,Use high-quality wrist spin tossed up wide to invite the mistimed slog sweep.,Not a regular bowler. Focus purely on strike rotation if they are brought on.,Middle-order anchor. Build dot-ball pressure with tight lines to force a frustrated lofted shot.,Not Available,Not Available,0.0,0.0,9.0,0.0,1,26,Punjab Kings
SSB Magala,Sisanda Magala,South Africa,New Addition,Middle Order,Neutral Venues,Unknown,Not Available,0,Deploy slow off-cutters gripping into the pitch outside the off-stump.,Use high-quality wrist spin tossed up wide to invite the mistimed slog sweep.,Not a regular bowler. Focus purely on strike rotation if they are brought on.,Middle-order anchor. Build dot-ball pressure with tight lines to force a frustrated lofted shot.,Not Available,Not Available,0.0,0.0,8.27,4.5,1,37,Chennai Super Kings
D Jansen,Duan Jansen,South Africa,New Addition,Middle Order,Neutral Venues,Unknown,Not Available,0,Deploy slow off-cutters gripping into the pitch outside the off-stump.,Use high-quality wrist spin tossed up wide to invite the mistimed slog sweep.,Not a regular bowler. Focus purely on strike rotation if they are brought on.,Middle-order anchor. Build dot-ball pressure with tight lines to force a frustrated lofted shot.,Not Available,Not Available,0.0,0.0,11.36,9.6,1,28,Mumbai Indians
D Madushanka,Dilshan Madushanka,Sri Lanka,New Addition,Middle Order,Neutral Venues,Unknown,Not Available,0,Deploy slow off-cutters gripping into the pitch outside the off-stump.,Use high-quality wrist spin tossed up wide to invite the mistimed slog sweep.,Not a regular bowler. Focus purely on strike rotation if they are brought on.,Middle-order anchor. Build dot-ball pressure with tight lines to force a frustrated lofted shot.,Not Available,N Rana,0.0,0.0,7.71,0.0,1,28,Mumbai Indians
B Geeves,Brett Geeves,Australia,New Addition,Middle Order,Neutral Venues,Unknown,Not Available,0,Deploy slow off-cutters gripping into the pitch outside the off-stump.,Use high-quality wrist spin tossed up wide to invite the mistimed slog sweep.,Not a regular bowler. Focus purely on strike rotation if they are brought on.,Middle-order anchor. Build dot-ball pressure with tight lines to force a frustrated lofted shot.,Not Available,Not Available,0.0,0.0,11.14,10.0,1,49,Delhi Daredevils
A Nel,Andre Nel,South Africa,New Addition,Middle Order,Neutral Venues,Unknown,Not Available,0,Deploy slow off-cutters gripping into the pitch outside the off-stump.,Use high-quality wrist spin tossed up wide to invite the mistimed slog sweep.,Not a regular bowler. Focus purely on strike rotation if they are brought on.,Middle-order anchor. Build dot-ball pressure with tight lines to force a frustrated lofted shot.,Not Available,Not Available,0.0,0.0,10.33,8.0,1,18,Mumbai Indians
SS Sarkar,Soumya Sarkar,Bangladesh,New Addition,Middle Order,Neutral Venues,Unknown,Not Available,0,Deploy slow off-cutters gripping into the pitch outside the off-stump.,Use high-quality wrist spin tossed up wide to invite the mistimed slog sweep.,Not a regular bowler. Focus purely on strike rotation if they are brought on.,Middle-order anchor. Build dot-ball pressure with tight lines to force a frustrated lofted shot.,Not Available,Not Available,0.0,0.0,8.16,6.0,1,25,Unattached
SS Mundhe,Shrikant Mundhe,India,New Addition,Middle Order,Neutral Venues,Unknown,Not Available,0,Deploy slow off-cutters gripping into the pitch outside the off-stump.,Use high-quality wrist spin tossed up wide to invite the mistimed slog sweep.,Not a regular bowler. Focus purely on strike rotation if they are brought on.,Middle-order anchor. Build dot-ball pressure with tight lines to force a frustrated lofted shot.,Not Available,Not Available,0.0,0.0,5.14,0.0,1,7,Pune Warriors India
TP Sudhindra,TP Sudhindra,India,New Addition,Middle Order,Neutral Venues,Unknown,Not Available,0,Deploy slow off-cutters gripping into the pitch outside the off-stump.,Use high-quality wrist spin tossed up wide to invite the mistimed slog sweep.,Not a regular bowler. Focus purely on strike rotation if they are brought on.,Middle-order anchor. Build dot-ball pressure with tight lines to force a frustrated lofted shot.,Not Available,DA Warner,0.0,0.0,11.03,13.36,1,74,Deccan Chargers
GS Sandhu,Gurinder Sandhu,Australia,New Addition,Middle Order,Neutral Venues,Unknown,Not Available,0,Deploy slow off-cutters gripping into the pitch outside the off-stump.,Use high-quality wrist spin tossed up wide to invite the mistimed slog sweep.,Not a regular bowler. Focus purely on strike rotation if they are brought on.,Middle-order anchor. Build dot-ball pressure with tight lines to force a frustrated lofted shot.,Not Available,AM Rahane,0.0,0.0,10.25,12.5,1,48,Delhi Daredevils
Tejas Baroka,Tejas Baroka,India,New Addition,Middle Order,Neutral Venues,Unknown,Not Available,0,Deploy slow off-cutters gripping into the pitch outside the off-stump.,Use high-quality wrist spin tossed up wide to invite the mistimed slog sweep.,Not a regular bowler. Focus purely on strike rotation if they are brought on.,Middle-order anchor. Build dot-ball pressure with tight lines to force a frustrated lofted shot.,Not Available,DA Warner,0.0,0.0,9.43,18.0,0,21,Gujarat Lions
CJ Dala,Junior Dala,South Africa,New Addition,Middle Order,Neutral Venues,Unknown,Not Available,0,Deploy slow off-cutters gripping into the pitch outside the off-stump.,Use high-quality wrist spin tossed up wide to invite the mistimed slog sweep.,Not a regular bowler. Focus purely on strike rotation if they are brought on.,Middle-order anchor. Build dot-ball pressure with tight lines to force a frustrated lofted shot.,Not Available,V Kohli,0.0,0.0,10.74,0.0,0,19,Delhi Daredevils
S Midhun,Sudhesan Midhun,India,New Addition,Middle Order,Neutral Venues,Unknown,Not Available,0,Deploy slow off-cutters gripping into the pitch outside the off-stump.,Use high-quality wrist spin tossed up wide to invite the mistimed slog sweep.,Not a regular bowler. Focus purely on strike rotation if they are brought on.,Middle-order anchor. Build dot-ball pressure with tight lines to force a frustrated lofted shot.,Not Available,Not Available,0.0,0.0,12.46,0.0,0,13,Rajasthan Royals
JL Denly,Joe Denly,England,New Addition,Top Order Aggressor,Neutral Venues,Unknown,Not Available,0,Use back-of-a-length deliveries angling across the body. Invite the false drive.,Deploy left-arm orthodox sliding across to restrict strike rotation and build dot pressure.,Not a regular bowler. Focus purely on strike rotation if they are brought on.,Classical opener. Squeeze their scoring zones on the off-side and force aerial risks.,Not Available,Not Available,0.0,0.0,0.0,0.0,0,0,Kolkata Knight Riders
CJ Green,Chris Green,Australia,New Addition,Middle Order,Neutral Venues,Unknown,Not Available,0,Deploy slow off-cutters gripping into the pitch outside the off-stump.,Use high-quality wrist spin tossed up wide to invite the mistimed slog sweep.,Not a regular bowler. Focus purely on strike rotation if they are brought on.,Middle-order anchor. Build dot-ball pressure with tight lines to force a frustrated lofted shot.,Not Available,Not Available,0.0,0.0,8.47,9.6,0,17,Kolkata Knight Riders
Monu Kumar,Monu Kumar,India,New Addition,Middle Order,Neutral Venues,Unknown,Not Available,0,Deploy slow off-cutters gripping into the pitch outside the off-stump.,Use high-quality wrist spin tossed up wide to invite the mistimed slog sweep.,Not a regular bowler. Focus purely on strike rotation if they are brought on.,Middle-order anchor. Build dot-ball pressure with tight lines to force a frustrated lofted shot.,Not Available,Not Available,0.0,0.0,7.5,9.75,0,16,Chennai Super Kings
Jalaj S Saxena,Jalaj Saxena,India,New Addition,Middle Order,Neutral Venues,Unknown,Not Available,0,Deploy slow off-cutters gripping into the pitch outside the off-stump.,Use high-quality wrist spin tossed up wide to invite the mistimed slog sweep.,Not a regular bowler. Focus purely on strike rotation if they are brought on.,Middle-order anchor. Build dot-ball pressure with tight lines to force a frustrated lofted shot.,Not Available,Not Available,0.0,0.0,9.0,0.0,0,18,Punjab Kings
R Sanjay Yadav,Sanjay Yadav,India,New Addition,Death Over Finisher,Neutral Venues,Unknown,Not Available,0,Bowl rapid back-of-a-length deliveries targeting the ribcage to cramp them for room.,Keep the ball turning away from their hitting arc.,Not a regular bowler. Focus purely on strike rotation if they are brought on.,Lower-order batter. Exploit their lack of footwork with aggressive body-line bowling.,Not Available,Not Available,0.0,0.0,9.86,0.0,0,14,Mumbai Indians
NA Saini,Navdeep Saini,India,New Addition,Middle Order,Neutral Venues,Unknown,Not Available,0,Deploy slow off-cutters gripping into the pitch outside the off-stump.,Use high-quality wrist spin tossed up wide to invite the mistimed slog sweep.,Not a regular bowler. Focus purely on strike rotation if they are brought on.,Middle-order anchor. Build dot-ball pressure with tight lines to force a frustrated lofted shot.,Not Available,Not Available,0.0,0.0,13.6,19.71,0,15,Rajasthan Royals
Gurnoor Brar,Gurnoor Brar,India,New Addition,Middle Order,Neutral Venues,Unknown,Not Available,0,Deploy slow off-cutters gripping into the pitch outside the off-stump.,Use high-quality wrist spin tossed up wide to invite the mistimed slog sweep.,Not a regular bowler. Focus purely on strike rotation if they are brought on.,Middle-order anchor. Build dot-ball pressure with tight lines to force a frustrated lofted shot.,Not Available,Not Available,0.0,0.0,12.0,0.0,0,21,Punjab Kings
R Goyal,Rahul Goyal,India,New Addition,Middle Order,Neutral Venues,Unknown,Not Available,0,Deploy slow off-cutters gripping into the pitch outside the off-stump.,Use high-quality wrist spin tossed up wide to invite the mistimed slog sweep.,Not a regular bowler. Focus purely on strike rotation if they are brought on.,Middle-order anchor. Build dot-ball pressure with tight lines to force a frustrated lofted shot.,Not Available,Not Available,0.0,0.0,8.25,0.0,0,24,Unattached
H Sharma,Himanshu Sharma,India,New Addition,Middle Order,Neutral Venues,Unknown,Not Available,0,Deploy slow off-cutters gripping into the pitch outside the off-stump.,Use high-quality wrist spin tossed up wide to invite the mistimed slog sweep.,Not a regular bowler. Focus purely on strike rotation if they are brought on.,Middle-order anchor. Build dot-ball pressure with tight lines to force a frustrated lofted shot.,Not Available,Not Available,0.0,0.0,11.4,0.0,0,30,Royal Challengers Bengaluru
S Joseph,Shamar Joseph,West Indies,New Addition,Middle Order,Neutral Venues,Unknown,Not Available,0,Deploy slow off-cutters gripping into the pitch outside the off-stump.,Use high-quality wrist spin tossed up wide to invite the mistimed slog sweep.,Not a regular bowler. Focus purely on strike rotation if they are brought on.,Middle-order anchor. Build dot-ball pressure with tight lines to force a frustrated lofted shot.,Not Available,SS Iyer,0.0,0.0,9.4,0.0,0,30,Lucknow Super Giants
Karim Janat,Karim Janat,Afghanistan,New Addition,Middle Order,Neutral Venues,Unknown,Not Available,0,Deploy slow off-cutters gripping into the pitch outside the off-stump.,Use high-quality wrist spin tossed up wide to invite the mistimed slog sweep.,Not a regular bowler. Focus purely on strike rotation if they are brought on.,Middle-order anchor. Build dot-ball pressure with tight lines to force a frustrated lofted shot.,Not Available,Not Available,0.0,0.0,30.0,0.0,0,6,Unattached
KS Rathore,Kunal Singh Rathore,India,New Addition,Top Order Aggressor,Neutral Venues,Unknown,Not Available,0,Use back-of-a-length deliveries angling across the body. Invite the false drive.,Deploy left-arm orthodox sliding across to restrict strike rotation and build dot pressure.,Not a regular bowler. Focus purely on strike rotation if they are brought on.,Classical opener. Squeeze their scoring zones on the off-side and force aerial risks.,Not Available,Not Available,0.0,0.0,0.0,0.0,0,0,Rajasthan Royals
MJ Owen,Michael Owen,England,New Addition,Top Order Aggressor,Neutral Venues,Unknown,Not Available,0,Use back-of-a-length deliveries angling across the body. Invite the false drive.,Deploy left-arm orthodox sliding across to restrict strike rotation and build dot pressure.,Not a regular bowler. Focus purely on strike rotation if they are brought on.,Classical opener. Squeeze their scoring zones on the off-side and force aerial risks.,Not Available,Not Available,0.0,0.0,0.0,0.0,0,0,Unattached
LG Pretorius,Migael Pretorius,South Africa,New Addition,Top Order Aggressor,Neutral Venues,Unknown,Not Available,0,Use back-of-a-length deliveries angling across the body. Invite the false drive.,Deploy left-arm orthodox sliding across to restrict strike rotation and build dot pressure.,Not a regular bowler. Focus purely on strike rotation if they are brought on.,Classical opener. Squeeze their scoring zones on the off-side and force aerial risks.,Not Available,Not Available,0.0,0.0,0.0,0.0,0,0,Unattached
SU Parakh,Shalabh Parakh,India,New Addition,Top Order Aggressor,Neutral Venues,Unknown,Not Available,0,Use back-of-a-length deliveries angling across the body. Invite the false drive.,Deploy left-arm orthodox sliding across to restrict strike rotation and build dot pressure.,Not a regular bowler. Focus purely on strike rotation if they are brought on.,Classical opener. Squeeze their scoring zones on the off-side and force aerial risks.,Not Available,Not Available,0.0,0.0,0.0,0.0,0,0,Unattached
U Kaul,Uday Kaul,India,New Addition,Death Over Finisher,Neutral Venues,Unknown,Not Available,0,Bowl rapid back-of-a-length deliveries targeting the ribcage to cramp them for room.,Keep the ball turning away from their hitting arc.,Not a regular bowler. Focus purely on strike rotation if they are brought on.,Lower-order batter. Exploit their lack of footwork with aggressive body-line bowling.,Not Available,Not Available,0.0,0.0,0.0,0.0,0,0,Kings XI Punjab
Abdur Razzak,Abdur Razzak,Bangladesh,New Addition,Death Over Finisher,Neutral Venues,Unknown,Not Available,0,Bowl rapid back-of-a-length deliveries targeting the ribcage to cramp them for room.,Keep the ball turning away from their hitting arc.,Not a regular bowler. Focus purely on strike rotation if they are brought on.,Lower-order batter. Exploit their lack of footwork with aggressive body-line bowling.,Not Available,Not Available,0.0,0.0,12.43,0.0,0,14,Royal Challengers Bangalore
RR Bose,Ranadeb Bose,India,New Addition,Middle Order,Neutral Venues,Unknown,Not Available,0,Deploy slow off-cutters gripping into the pitch outside the off-stump.,Use high-quality wrist spin tossed up wide to invite the mistimed slog sweep.,Not a regular bowler. Focus purely on strike rotation if they are brought on.,Middle-order anchor. Build dot-ball pressure with tight lines to force a frustrated lofted shot.,Not Available,JD Ryder,0.0,0.0,12.0,0.0,0,12,Kings XI Punjab
RA Shaikh,Rahil Shaikh,India,New Addition,Middle Order,Neutral Venues,Unknown,Not Available,0,Deploy slow off-cutters gripping into the pitch outside the off-stump.,Use high-quality wrist spin tossed up wide to invite the mistimed slog sweep.,Not a regular bowler. Focus purely on strike rotation if they are brought on.,Middle-order anchor. Build dot-ball pressure with tight lines to force a frustrated lofted shot.,Not Available,Not Available,0.0,0.0,11.0,0.0,0,6,Mumbai Indians
C Ganapathy,Chandrasekar Ganapathy,India,New Addition,Middle Order,Neutral Venues,Unknown,Not Available,0,Deploy slow off-cutters gripping into the pitch outside the off-stump.,Use high-quality wrist spin tossed up wide to invite the mistimed slog sweep.,Not a regular bowler. Focus purely on strike rotation if they are brought on.,Middle-order anchor. Build dot-ball pressure with tight lines to force a frustrated lofted shot.,Not Available,Not Available,0.0,0.0,13.0,0.0,0,6,Chennai Super Kings
MB Parmar,Mohnish Parmar,India,New Addition,Middle Order,Neutral Venues,Unknown,Not Available,0,Deploy slow off-cutters gripping into the pitch outside the off-stump.,Use high-quality wrist spin tossed up wide to invite the mistimed slog sweep.,Not a regular bowler. Focus purely on strike rotation if they are brought on.,Middle-order anchor. Build dot-ball pressure with tight lines to force a frustrated lofted shot.,Not Available,Not Available,0.0,0.0,10.42,0.0,0,19,Kings XI Punjab
AA Kazi,Abrar Kazi,India,New Addition,Middle Order,Neutral Venues,Unknown,Not Available,0,Deploy slow off-cutters gripping into the pitch outside the off-stump.,Use high-quality wrist spin tossed up wide to invite the mistimed slog sweep.,Not a regular bowler. Focus purely on strike rotation if they are brought on.,Middle-order anchor. Build dot-ball pressure with tight lines to force a frustrated lofted shot.,Not Available,Not Available,0.0,0.0,9.69,0.0,0,13,Royal Challengers Bangalore
P Prasanth,Padmanabhan Prasanth,India,New Addition,Middle Order,Neutral Venues,Unknown,Not Available,0,Deploy slow off-cutters gripping into the pitch outside the off-stump.,Use high-quality wrist spin tossed up wide to invite the mistimed slog sweep.,Not a regular bowler. Focus purely on strike rotation if they are brought on.,Middle-order anchor. Build dot-ball pressure with tight lines to force a frustrated lofted shot.,Not Available,Not Available,0.0,0.0,18.0,0.0,0,6,Kochi Tuskers Kerala
RW Price,Ray Price,Zimbabwe,New Addition,Middle Order,Neutral Venues,Unknown,Not Available,0,Deploy slow off-cutters gripping into the pitch outside the off-stump.,Use high-quality wrist spin tossed up wide to invite the mistimed slog sweep.,Not a regular bowler. Focus purely on strike rotation if they are brought on.,Middle-order anchor. Build dot-ball pressure with tight lines to force a frustrated lofted shot.,Not Available,Not Available,0.0,0.0,11.0,0.0,0,18,Mumbai Indians
RR Bhatkal,Raju Bhatkal,India,New Addition,Death Over Finisher,Neutral Venues,Unknown,Not Available,0,Bowl rapid back-of-a-length deliveries targeting the ribcage to cramp them for room.,Keep the ball turning away from their hitting arc.,Not a regular bowler. Focus purely on strike rotation if they are brought on.,Lower-order batter. Exploit their lack of footwork with aggressive body-line bowling.,Not Available,Not Available,0.0,0.0,17.5,0.0,0,12,Royal Challengers Bangalore
Sunny Gupta,Sunny Gupta,India,New Addition,Death Over Finisher,Neutral Venues,Unknown,Not Available,0,Bowl rapid back-of-a-length deliveries targeting the ribcage to cramp them for room.,Keep the ball turning away from their hitting arc.,Not a regular bowler. Focus purely on strike rotation if they are brought on.,Lower-order batter. Exploit their lack of footwork with aggressive body-line bowling.,Not Available,Not Available,0.0,0.0,14.84,0.0,0,19,Delhi Daredevils
MG Neser,Michael Neser,Australia,New Addition,Middle Order,Neutral Venues,Unknown,Not Available,0,Deploy slow off-cutters gripping into the pitch outside the off-stump.,Use high-quality wrist spin tossed up wide to invite the mistimed slog sweep.,Not a regular bowler. Focus purely on strike rotation if they are brought on.,Middle-order anchor. Build dot-ball pressure with tight lines to force a frustrated lofted shot.,Not Available,Not Available,0.0,0.0,14.88,16.5,0,25,Kings XI Punjab
Pathum Nissanka,Pathum Nissanka,Sri Lanka,Batsman,Top Order Aggressor,Neutral Venues,Cover / Boundary,Not Available,0,"Bowl hard lengths to Pathum Nissanka, pack the off-side field. Look for early nip-back.",Deploy spinners to restrict scoring zones. Force Pathum Nissanka to generate their own power.,Not a regular bowler. Focus purely on strike rotation if they bowl.,Pathum Nissanka is a designated Batsman. Deny them width and force them to hit straight down the ground.,Not Available,Not Available,132.5,147.5,0.0,0.0,0,0,Delhi Capitals
Abhishek Porel,Abhishek Porel,India,Wicketkeeper,Middle Order Anchor,Neutral Venues,Cover / Boundary,Not Available,0,"Bowl hard lengths to Abhishek Porel, pack the off-side field. Look for early nip-back.",Deploy spinners to restrict scoring zones. Force Abhishek Porel to generate their own power.,Not a regular bowler. Focus purely on strike rotation if they bowl.,Abhishek Porel is a designated Wicketkeeper. Deny them width and force them to hit straight down the ground.,Not Available,Not Available,141.2,156.2,0.0,0.0,0,0,Delhi Capitals
Sameer Rizvi,Sameer Rizvi,India,Batsman,Death Over Finisher,Neutral Venues,Cover / Boundary,Not Available,0,"Bowl hard lengths to Sameer Rizvi, pack the off-side field. Look for early nip-back.",Deploy spinners to restrict scoring zones. Force Sameer Rizvi to generate their own power.,Not a regular bowler. Focus purely on strike rotation if they bowl.,Sameer Rizvi is a designated Batsman. Deny them width and force them to hit straight down the ground.,Not Available,Not Available,155.0,170.0,0.0,0.0,0,0,Delhi Capitals
